sentence,label,text
"Juha Jordan , chief engineer at Glaston , said one of the reasons for choosing Vacon as a global AC drives supplier is that it has service and support centres in the same countries where Glaston operates .",2,"Juha Jordan, chief engineer di Glaston, mengatakan salah satu alasan memilih Vacon sebagai pemasok penggerak AC global adalah karena Vacon memiliki pusat layanan dan dukungan di negara yang sama tempat Glaston beroperasi."
Another firm Air Liquide was exempted because it left the market in 1998 .,1,"Perusahaan lain, Air Liquide, dikecualikan karena meninggalkan pasar pada tahun 1998."
Finnair 's total traffic decreased by 8.7 % in terms of revenue passenger kilometres .,0,"Total lalu lintas Finnair menurun sebesar 8,7% dalam hal pendapatan penumpang kilometer."
"The reorganisation will be carried out by transferring HKScan Corporation 's production-related property , plant and equipment in Finland as well as its holdings in subsidiaries and associates to HKScan Finland Oy , a holding company wholly owned by HKScan Corporation .",1,"Reorganisasi akan dilakukan dengan mengalihkan aset, pabrik dan peralatan terkait produksi HKScan Corporation di Finlandia serta kepemilikannya di anak perusahaan dan asosiasi ke HKScan Finland Oy, sebuah perusahaan induk yang sepenuhnya dimiliki oleh HKScan Corporation."
Cash flow from operations in January-December 2008 was a negative EUR 18.1 mn compared to EUR 39.0 mn in the corresponding period in 2007 .,0,"Arus kas dari operasi pada bulan Januari-Desember 2008 adalah negatif sebesar EUR 18,1 juta dibandingkan dengan EUR 39,0 juta pada periode yang sama tahun 2007."
"HELSINKI AFX - Cargotec said it has bought a 95 pct stake in Indital Construction Machinery Ltd , a Bangalore-based company that makes fork lift trucks and mobile cranes , for an undisclosed sum .",1,"HELSINKI AFX - Cargotec mengatakan pihaknya telah membeli 95 persen saham di Indital Construction Machinery Ltd, sebuah perusahaan yang berbasis di Bangalore yang membuat truk forklift dan mobile crane, dengan harga yang tidak diungkapkan."
"Finnish silicon wafer technology company Okmetic Oyj OMX Helsinki : OKM1V reported on Thursday 30 October an operating profit of EUR7 .4 m for January-September 2008 , up from EUR6 .1 m in the corresponding period in 2007 .",2,"Perusahaan teknologi wafer silikon Finlandia Okmetic Oyj OMX Helsinki: OKM1V melaporkan pada hari Kamis 30 Oktober laba operasional sebesar EUR7,4 juta untuk Januari-September 2008, naik dari EUR6,1 juta pada periode yang sama tahun 2007."
$DCTH Near HOD,2,$DCTH Dekat HOD
CS Cabot 's main consumers on the Czech and Slovak market are tires producers Barum Continental and Matador Continental .,1,Konsumen utama CS Cabot di pasar Ceko dan Slovakia adalah produsen ban Barum Continental dan Matador Continental.
ALERT: New MACD signal created on $CTXS - Buy at 77.09 - Time: 18:23 - Strength: 10. Powered by https://t.co/4TdgjEDLLZ,2,PERINGATAN: Sinyal MACD baru dibuat di $CTXS - Beli pada 77.09 - Waktu: 18:23 - Kekuatan: 10. Didukung oleh https://t.co/4TdgjEDLLZ
Cameco typically prices sales contracts using a 40:60 ratio of fixed prices and spot prices .,1,Cameco biasanya menentukan harga kontrak penjualan menggunakan rasio harga tetap dan harga spot 40:60.
"The total service concept also includes technology services , with which Raute supports its customers throughout the entire life cycle of their investments .",1,"Konsep layanan total juga mencakup layanan teknologi, dimana Raute mendukung pelanggannya sepanjang siklus hidup investasi mereka."
Russia wants to utilise its huge forest reserves in a very different way from what has been done so far .,1,Rusia ingin memanfaatkan cadangan hutannya yang sangat besar dengan cara yang berbeda dari apa yang telah dilakukan selama ini.
"Based on the 2005 calendar year the combined company had EUR15 .8 bn in pro forma annual revenues and is expected to start operations with 60,000 employees .",1,"Berdasarkan tahun kalender 2005, perusahaan gabungan ini memiliki pendapatan tahunan proforma sebesar EUR15,8 miliar dan diharapkan mulai beroperasi dengan 60.000 karyawan."
Diluted earnings per share ( EPS ) fell to EUR 0.63 from EUR 1.71 .,0,"Laba per saham (EPS) terdilusi turun menjadi EUR 0,63 dari EUR 1,71."
Incap Furniture is presently negotiating staff cuts .,1,Incap Furniture saat ini sedang menegosiasikan pengurangan staf.
$AAPL broke descending channel....will it hold?,1,$AAPL merusak saluran menurun....apakah akan bertahan?
The acquisition is expected to improve access to chrome ore resources in Turkey .,2,Akuisisi ini diharapkan dapat meningkatkan akses terhadap sumber daya bijih krom di Turki.
"When this investment is in place , Atria plans to expand into the Moscow market .",1,"Ketika investasi ini sudah berjalan, Atria berencana melakukan ekspansi ke pasar Moskow."
"The respondents praised Finnair 's reliability , Finnishness , and understanding of its target group .",2,"Para responden memuji keandalan Finnair, ke-Finlandia-an, dan pemahaman terhadap kelompok sasarannya."
Satama earned Data Management Solutions competency with Business Intelligence specialization recentlyvia the acquisition of Fimentor Oy .,2,Satama memperoleh kompetensi Solusi Manajemen Data dengan spesialisasi Business Intelligence baru-baru ini melalui akuisisi Fimentor Oy.
"We aim to ensure that Vacon is in good shape when capital expenditure starts to pick up again , '' comments Vacon Plc President and CEO Vesa Laisi .",2,"Kami bertujuan untuk memastikan bahwa Vacon berada dalam kondisi yang baik ketika belanja modal mulai meningkat lagi,'' komentar Presiden dan CEO Vacon Plc Vesa Laisi."
"The objective is that trading in the shares will commence on May 2 , 2007 .",1,"Tujuannya, perdagangan saham tersebut akan dimulai pada tanggal 2 Mei 2007."
$tsla X recall not a big deal... the problem is now they will have an excuse to guide way way lower...,1,$tsla X penarikan kembali bukan masalah besar... masalahnya sekarang mereka punya alasan untuk memandu jauh lebih rendah...
"Aspocomp said it will spin off its Chinese and Indian units , and some equipment from its Salo plant in Finland , into a newly-formed unit , most of which it will then sell on to Hong Kong-listed Meadville .",1,"Aspocomp mengatakan pihaknya akan memisahkan unitnya di China dan India, dan beberapa peralatan dari pabrik Salo di Finlandia, menjadi unit baru, yang sebagian besar kemudian akan dijual ke Meadville yang terdaftar di bursa saham Hong Kong."
"For the first nine months of 2010 , Talvivaara 's net loss narrowed to EUR 8.3 million from EUR 21.9 million for the same period of 2009 .",2,"Selama sembilan bulan pertama tahun 2010, kerugian bersih Talvivaara menyempit menjadi EUR 8,3 juta dari EUR 21,9 juta pada periode yang sama tahun 2009."
Why not subscribe to the magazine ?,1,Mengapa tidak berlangganan majalah tersebut?
"Janis Arbidans , CEO of YIT Celtnieciba , said the company was focusing on housing and real estate development market .",1,"Janis Arbidans, CEO YIT Celtnieciba, mengatakan perusahaan fokus pada pasar pengembangan perumahan dan real estate."
It was decided that the auditors are reimbursed according to invoice .,1,Diputuskan bahwa auditor mendapat penggantian sesuai dengan faktur.
Kalmar Espana generated net sales of some 11.3 mln euro $ 14.8 mln in 2005 .,1,"Kalmar Espana menghasilkan penjualan bersih sekitar 11,3 juta euro$14,8 juta pada tahun 2005."
"ALEXANDRIA , Va. , Oct. 15 -- Aaron Moss of Hampshire , Great Britain , has developed an ornamental design for a handset , the U.S. Patent & Trademark Office announced .",1,"ALEXANDRIA, Va., 15 Oktober -- Aaron Moss dari Hampshire, Inggris Raya, telah mengembangkan desain hias untuk sebuah ponsel, Kantor Paten & Merek Dagang AS mengumumkan."
"@louiebeene vwap is 1.63, held the trend line. Should be on a LOT of radars. $NAVB",2,"@louiebeene vwap adalah 1,63, memegang garis tren. Seharusnya ada BANYAK radar. $NAVB"
ARM Holdings plc Partners With International Business Machines Corp. To Drive ...,2,ARM Holdings plc Bermitra Dengan International Business Machines Corp. Untuk Mendorong ...
"Under Finnish law , Parliament grants licences to build nuclear power plants .",1,"Berdasarkan undang-undang Finlandia, Parlemen memberikan izin untuk membangun pembangkit listrik tenaga nuklir."
Operating profit excluding non-recurring items totaled EUR 5.4 mn compared to EUR 5.5 mn in the corresponding period in 2007 .,0,"Laba operasional tidak termasuk item yang tidak berulang berjumlah EUR 5,4 juta dibandingkan dengan EUR 5,5 juta pada periode yang sama tahun 2007."
"ENP Newswire - 22 March 2011 Release date - 21032011 - A total of 13,000 Talvivaara Mining Company Plc 's new shares were subscribed for during the period between 1 January 2011 and 28 February 2011 under the company 's stock option rights 2007A .",1,ENP Newswire - 22 Maret 2011 Tanggal rilis - 21032011 - Sebanyak 13.000 saham baru Talvivaara Mining Company Plc diambil bagian selama periode antara 1 Januari 2011 dan 28 Februari 2011 berdasarkan hak opsi saham perusahaan 2007A.
$CDTI bounce here on support or H&S setup this area is very important for bulls to not lose http://stks.co/c0mf3,2,$CDTI memantul di sini pada support atau setup H&S area ini sangat penting agar bulls tidak kalah http://stks.co/c0mf3
SSH Establishes New Global Sales and Marketing Group to be led by George Adams ; Adams Establishes Global Sales and Marketing Group to Drive Worldwide Programs Supporting SSH Tectia Enterprise Security Solutions,1,SSH Membentuk Grup Penjualan dan Pemasaran Global Baru yang dipimpin oleh George Adams; Adams Membentuk Grup Penjualan dan Pemasaran Global untuk Mendorong Program di Seluruh Dunia yang Mendukung Solusi Keamanan Perusahaan SSH Tectia
"The businesses to be divested offer dairy , edible fats , ready-meal and ice-cream packaging to multinational and local customers .",1,"Bisnis yang akan didivestasi menawarkan produk susu, lemak nabati, makanan siap saji, dan kemasan es krim kepada pelanggan multinasional dan lokal."
"The scope of the project is to find the most cost-efficient method for phosphorous removal and to deliver the storing and dosing equipment , which can be used in continuous operation at the plants .",1,"Ruang lingkup proyek ini adalah untuk menemukan metode yang paling hemat biaya untuk menghilangkan fosfor dan mengirimkan peralatan penyimpanan dan pemberian dosis, yang dapat digunakan dalam operasi berkelanjutan di pabrik."
Microsoft last week also issued the first patch for the Windows 7 operating system beta it had released days earlier .,1,Microsoft pekan lalu juga mengeluarkan patch pertama untuk sistem operasi Windows 7 beta yang telah dirilis beberapa hari sebelumnya.
1 Block lamp Harri Koskinen 's light was introduced in 1996 and has been a bestseller ever since .,2,1 Lampu blok Lampu Harri Koskinen diperkenalkan pada tahun 1996 dan menjadi buku terlaris sejak saat itu.
The original patent was filed in Finland under application No. .,1,Paten asli diajukan di Finlandia berdasarkan permohonan No.
"Compared with the FTSE 100 index , which fell 35.2 points ( or 0.6 % ) on the day , this was a relative price change of 0.6 % .",1,"Dibandingkan dengan indeks FTSE 100, yang turun 35,2 poin (atau 0,6%) pada hari itu, ini merupakan perubahan harga relatif sebesar 0,6%."
"Ruukki 's delivery includes steel structures , including installation , for Krakeroy bascule bridge and steel piles for the bridge foundations .",1,"Pengiriman Ruukki meliputi struktur baja, termasuk instalasi, untuk jembatan bascule Krakeroy dan tiang baja untuk pondasi jembatan."
"Forestries were also higher , driven by yesterday 's bullish analyst comment on Stora Enso in Dagens Industri , dealers said .",2,"Sektor kehutanan juga menguat, didorong oleh komentar bullish analis kemarin terhadap Stora Enso di Dagens Industri, kata para dealer."
4 January 2011 - Finnish media company Alma Media Corporation HEL : ALN1V said today its online recruitment service Monster Oy will partner with local newspaper publisher Suomen Lehtiyhtyma in listing job advertisements .,1,4 Januari 2011 - Perusahaan media Finlandia Alma Media Corporation HEL: ALN1V mengatakan hari ini layanan rekrutmen online Monster Oy akan bermitra dengan penerbit surat kabar lokal Suomen Lehtiyhtyma dalam mencantumkan iklan pekerjaan.
"Tesla Motors recalls 2,700 Model X SUVs https://t.co/BFWS3DbM0U $TSLA",0,Tesla Motors menarik kembali 2.700 SUV Model X https://t.co/BFWS3DbM0U $TSLA
"The interim report for the first quarter is published on May 8 , 2009 .",1,Laporan interim triwulan pertama diterbitkan pada tanggal 8 Mei 2009 .
"Agricultural newspaper Maaseudun Tulevaisuus had 318,000 readers , representing a decrease of 6 % .",0,"Surat kabar pertanian Maaseudun Tulevaisuus mempunyai 318.000 pembaca, menunjukkan penurunan sebesar 6%."
"Finnish Scanfil , a systems supplier and contract manufacturer to the communications sector and the electronics industry , reports its net sales totalled EUR 94.7 mn in the first half of 2010 , down from EUR 99.5 mn in the first half of 2009 .",1,"Scanfil Finlandia, pemasok sistem dan produsen kontrak untuk sektor komunikasi dan industri elektronik, melaporkan penjualan bersihnya mencapai EUR 94,7 juta pada paruh pertama tahun 2010, turun dari EUR 99,5 juta pada paruh pertama tahun 2009."
The group 's net sales in 2007 were EUR683 .6 m.,1,"Penjualan bersih grup pada tahun 2007 adalah EUR683,6 juta."
"The unit 's clients are mainly in the field of specialist convenience goods , as well as in the textile , shoe and furniture businesses .",1,"Klien unit ini terutama bergerak di bidang barang kebutuhan sehari-hari, serta bisnis tekstil, sepatu dan furnitur."
